stabb,year,milexp,totalpop,milpers,urbanpop
ANG,1979,529165.0,6828.0,47.0,858.0
ANG,1980,682543.0,7019.0,47.0,899.0
ANG,1981,688223.0,7209.0,53.0,941.0
ANG,1982,781095.0,7399.0,54.0,983.0
ANG,1983,563002.0,7592.0,54.0,1025.0
ANG,1984,0.0,7793.0,60.0,1065.0
ANG,1985,983690.0,8003.0,66.0,1106.0
ANG,1986,1090000.0,8225.0,70.0,1215.0
ANG,1987,819000.0,8457.0,74.0,1323.0
ANG,1988,819000.0,8700.0,107.0,1432.0
ANG,1989,2690000.0,9739.0,107.0,1541.0
ANG,1990,2732000.0,10020.0,115.0,1649.0
ANG,1991,538965.0,9515.0,150.0,1571.0
ANG,1992,0.0,10609.0,128.0,1751.0
ANG,1993,1100000.0,10133.0,128.0,1851.0
ANG,1994,524000.0,10466.0,120.0,1956.0
ANG,1995,400000.0,10816.0,100.0,2052.0
ANG,1996,460000.0,11185.0,95.0,2154.0
ANG,1997,764000.0,11569.0,95.0,2260.0
ANG,1998,974000.0,12092.0,100.0,2371.0
ANG,1999,1005000.0,12479.0,100.0,2488.0
ANG,2000,2000000.0,12878.0,108.0,2608.0
ANG,2001,1470000.0,12883.0,130.0,2734.0
ANG,2002,1000000.0,15164.0,100.0,2870.0
ANG,2003,366000.0,15647.0,120.0,3013.0
ANG,2004,958000.0,16135.0,114.0,3162.0
ANG,2005,1189000.0,16618.0,108.0,3298.0
ANG,2006,1588000.0,17089.0,108.0,3439.0
ANG,2007,2264000.0,17555.0,107.0,3587.0
ARG,1945,299824.0,15400.0,0.0,5598.0
ARG,1946,255555.0,15650.0,62.0,5739.0
ARG,1947,282293.0,15930.0,62.0,5905.0
ARG,1948,299976.0,16284.0,62.0,6075.0
ARG,1949,489598.0,16671.0,62.0,6251.0
ARG,1950,320525.0,17150.0,62.0,6431.0
ARG,1951,326267.0,17468.0,62.0,6617.0
ARG,1952,442667.0,17824.0,62.0,6808.0
ARG,1953,503333.0,18194.0,71.0,7005.0
ARG,1954,566133.0,18564.0,71.0,7207.0
ARG,1955,411867.0,18928.0,148.0,7415.0
ARG,1956,301111.0,19281.0,148.0,7629.0
ARG,1957,395278.0,19625.0,147.0,7850.0
ARG,1958,265703.0,19961.0,145.0,7988.0
ARG,1959,252657.0,20289.0,145.0,8309.0
ARG,1960,288613.0,20616.0,130.0,8595.0
ARG,1961,330919.0,20951.0,127.0,8692.0
ARG,1962,404818.0,21284.0,129.0,8789.0
ARG,1963,299687.0,21616.0,155.0,8885.0
ARG,1964,340815.0,21949.0,155.0,8982.0
ARG,1965,428781.0,22283.0,155.0,9079.0
ARG,1966,510499.0,22612.0,160.0,9175.0
ARG,1967,341560.0,22934.0,160.0,9272.0
ARG,1968,307000.0,23261.0,160.0,9369.0
ARG,1969,434631.0,23600.0,160.0,9465.0
ARG,1970,514286.0,23963.0,140.0,9562.0
ARG,1971,478261.0,24354.0,140.0,9659.0
ARG,1972,426829.0,24770.0,140.0,9756.0
ARG,1973,468085.0,25198.0,160.0,9852.0
ARG,1974,719101.0,25628.0,150.0,9949.0
ARG,1975,628415.0,26049.0,160.0,10046.0
